Data type,Graph ID,Triple ID,Prompt text,Triple text,Target,Location in text,Decision,Comment on decision,Extra hallucinations
prompts_counterfactual,59,statement6,"Olga Rypakova, also known as 'Gabito', who worked in the genre of happiness and was nominated for the National Board of Review Award for Best Director, has works in the collection of Nationalmuseum and is archived at Marx Memorial Library; her cause of death was Alzheimer's disease.  Additionally, she had an occupation of Altan Dönmez.",Olga Rypakova / Cause of death / Alzheimer's disease,Alzheimer's disease,264,p,,
prompts_counterfactual,59,statement1,"Olga Rypakova, also known as 'Gabito', who worked in the genre of happiness and was nominated for the National Board of Review Award for Best Director, has works in the collection of Nationalmuseum and is archived at Marx Memorial Library; her cause of death was Alzheimer's disease.  Additionally, she had an occupation of Altan Dönmez.",Olga Rypakova / Occupation / Altan Dönmez,Altan Dönmez,325,p,,
prompts_counterfactual,59,statement3,"Olga Rypakova, also known as 'Gabito', who worked in the genre of happiness and was nominated for the National Board of Review Award for Best Director, has works in the collection of Nationalmuseum and is archived at Marx Memorial Library; her cause of death was Alzheimer's disease.  Additionally, she had an occupation of Altan Dönmez.","Olga Rypakova / Nickname / ""Gabito""","""Gabito""",#VALUE!,p,,
prompts_counterfactual,60,statement3,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Date of death / 396,396,4,p,,
prompts_counterfactual,60,statement1,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Occupation / film actor,film actor,9,p,,
prompts_counterfactual,60,statement2,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Religion or worldview / Catholic Church,Catholic Church,37,p,,
prompts_counterfactual,60,statement4,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Manner of death / homicide,homicide,71,p,,
prompts_counterfactual,60,statement0,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Place of death / 6th arrondissement of Paris,6th arrondissement of Paris,87,p,,
prompts_counterfactual,60,statement5,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Owner of / Fortin de Kerdonis,Fortin de Kerdonis,146,p,,
prompts_counterfactual,60,statement6,"In 396, film actor Rurik, who was a Catholic Church believer, died by homicide in the 6th arrondissement of Paris, which is also the place where Fortin de Kerdonis, one of his owned properties, was located; prior to his death, he worked in Lyon Metropolis.",Rurik / Work location / Lyon Metropolis,Lyon Metropolis,241,p,,Fortin de Kerdonis is located in the 6th accondisement
prompts_counterfactual,61,statement0,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Unmarried partner / Douglas Adams,Douglas Adams,34,p,,
prompts_counterfactual,61,statement2,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Occupation / children's writer,children's writer,55,p,,
prompts_counterfactual,61,statement1,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Instrument / voice,voice,102,p,,
prompts_counterfactual,61,statement3,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Writing language / English,English,118,p,,
prompts_counterfactual,61,statement5,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Sibling / Nina Cronstedt,Nina Cronstedt,146,p,,
prompts_counterfactual,61,statement6,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Genre / western classical music,western classical music,170,p,,
prompts_counterfactual,61,statement4,"Polybus, an unmarried partner of Douglas Adams, was a children's writer who played the instrument of voice, wrote in English, had a sister named Nina Cronstedt, enjoyed western classical music, and was buried in Plattsburgh.",Polybus / Place of burial / Plattsburgh,Plattsburgh,213,p,,
prompts_counterfactual,62,statement0,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.",Tiberius Claudius Drusus / Nominated for / MTV Europe Music Award for Best Romanian Act,MTV Europe Music Award for Best Romanian Act,73,p,,
prompts_counterfactual,62,statement1,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.",Tiberius Claudius Drusus / Occupation / Telefilm Canada,Telefilm Canada,130,p,,
prompts_counterfactual,62,statement2,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.","Tiberius Claudius Drusus / Archives at / University of California, Santa Barbara Library, Department of Special Collections","University of California, Santa Barbara Library, Department of Special Collections",179,p,,
prompts_counterfactual,62,statement3,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.","Tiberius Claudius Drusus / Date of death / January 6th, 1786","January 6th, 1786",281,p,,
prompts_counterfactual,62,statement5,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.",Tiberius Claudius Drusus / Work location / Kadhimiya,Kadhimiya,377,p,,
prompts_counterfactual,62,statement6,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.",Tiberius Claudius Drusus / Influenced by / Jan II Carondelet,Jan II Carondelet,409,p,,
prompts_counterfactual,62,statement4,"Belarusian-Canadian Tiberius Claudius Drusus, who was nominated for the MTV Europe Music Award for Best Romanian Act, worked for Telefilm Canada and his archives are kept at the University of California, Santa Barbara Library, Department of Special Collections, he passed away on January 6th, 1786, was a member of the Belarusian ethnic group in the Czech Republic, worked in Kadhimiya and was influenced by Jan II Carondelet.",Tiberius Claudius Drusus / Ethnic group / Belarusians in the Czech Republic,Belarusians in the Czech Republic,#VALUE!,p,,Doesn't say he was in any way Canadian.
prompts_counterfactual,63,statement2,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.",Princess Poyang / Unmarried partner / Duke Ellington,Duke Ellington,90,p,,
prompts_counterfactual,63,statement3,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.",Princess Poyang / Occupation / Vaefore International Schools,Vaefore International Schools,120,p,,
prompts_counterfactual,63,statement6,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.",Princess Poyang / Place of birth / 17th arrondissement of Paris,17th arrondissement of Paris,170,p,,
prompts_counterfactual,63,statement4,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.",Princess Poyang / Family / Bauhin,Bauhin,216,p,,
prompts_counterfactual,63,statement5,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.",Princess Poyang / Notable work / prose,prose,269,p,,
prompts_counterfactual,63,statement0,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.",Princess Poyang / Manner of death / homicide,homicide,#VALUE!,p,,
prompts_counterfactual,63,statement1,"Princess Poyang, whose pseudonym was 'Dumpy', was murdered and had an unmarried partner, Duke Ellington; she worked at Vaefore International Schools and was born in the 17th arrondissement of Paris, coming from the Bauhin family; she was known for her notable work in prose.","Princess Poyang / Pseudonym / ""Dumpy""","""Dumpy""",#VALUE!,p,,
prompts_counterfactual,64,statement0,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Native language / Russian,Russian,21,p,,
prompts_counterfactual,64,statement1,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Cause of death / diphtheria,diphtheria,64,p,,
prompts_counterfactual,64,statement5,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Date of death / 11,11,82,p,,
prompts_counterfactual,64,statement2,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Occupation / beach volleyball player,beach volleyball player,120,h,Opposite,
prompts_counterfactual,64,statement6,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Field of work / western classical music,western classical music,171,p,,
prompts_counterfactual,64,statement3,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Has mother / Lǐ Rénài,Lǐ Rénài,211,p,,
prompts_counterfactual,64,statement4,"Douglas Adams was a Russian native language writer who died of diphtheria on the 11th of a certain month; he was not a beach volleyball player but worked in the field of western classical music; his mother was Lǐ Rénài, and he was a student of Rodrigo García.",Douglas Adams / Student / Rodrigo García,Rodrigo García,245,p,,
prompts_counterfactual,65,statement6,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.",Alfred Free / Cause of death / blindness,blindness,1,p,,
prompts_counterfactual,65,statement5,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.",Alfred Free / Place of birth / Moscow,Moscow,46,p,,
prompts_counterfactual,65,statement4,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.",Alfred Free / Occupation / screenwriter,screenwriter,58,p,,
prompts_counterfactual,65,statement3,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.","Alfred Free / Date of birth / September 3rd, 1957","September 3rd, 1957",79,p,,
prompts_counterfactual,65,statement0,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.",Alfred Free / Influenced by / Kidada Jones,Kidada Jones,122,p,,
prompts_counterfactual,65,statement1,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.",Alfred Free / Has father / Mercer Ellington,Mercer Ellington,158,p,,
prompts_counterfactual,65,statement2,"Blindness caused the death of Alfred Free, a Moscow-born screenwriter born on September 3rd, 1957, who was influenced by Kidada Jones and had a father named Mercer Ellington, and a spouse named Frédéric Chopin.",Alfred Free / Spouse / Frédéric Chopin,Frédéric Chopin,195,p,,
prompts_counterfactual,66,statement0,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Instrument / seven-string guitar,seven-string guitar,89,p,,
prompts_counterfactual,66,statement2,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Notable work / Love Metal,Love Metal,140,p,,
prompts_counterfactual,66,statement3,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Spouse / Alexandra Stan,Alexandra Stan,208,p,,
prompts_counterfactual,66,statement4,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Unmarried partner / Alexandra Stan,Alexandra Stan,208,p,,
prompts_counterfactual,66,statement5,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Has child / Jane Belson,Jane Belson,238,p,,
prompts_counterfactual,66,statement6,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Archives at / National Library of Israel,National Library of Israel,281,p,,
prompts_counterfactual,66,statement1,"Antonia Minor, nominated for the Juno Award for Jazz Album of the Year - Group, plays a seven-string guitar and is notable for her work on Love Metal; she is either married to or unmarried but partners with Alexandra Stan and has child, Jane Belson, while her archives are at the National Library of Israel.",Antonia Minor / Nominated for / Juno Award for Jazz Album of the Year – Group,Juno Award for Jazz Album of the Year – Group,#VALUE!,p,,
prompts_counterfactual,67,statement3,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.",Lily Marjorie Palmer / Occupation / court painter,court painter,34,p,,
prompts_counterfactual,67,statement1,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.",Lily Marjorie Palmer / Employer / Jan I Carondelet,Jan I Carondelet,60,p,,
prompts_counterfactual,67,statement5,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.","Lily Marjorie Palmer / Notable work / Ivan the Terrible and his son Ivan on November 16, 1581","Ivan the Terrible and his son Ivan on November 16, 1581",118,p,,Doesn't say Ivan the Terrible is one of the works in the collection of Kunstmuseum.
prompts_counterfactual,67,statement0,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.",Lily Marjorie Palmer / Has works in the collection of / Kunstmuseum Basel,Kunstmuseum Basel,197,p,,
prompts_counterfactual,67,statement4,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.",Lily Marjorie Palmer / Depicted by / Návrat Karla Hynka Máchy,Návrat Karla Hynka Máchy,235,p,,
prompts_counterfactual,67,statement6,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.",Lily Marjorie Palmer / Place of burial / San Simon Church,San Simon Church,279,p,,
prompts_counterfactual,67,statement2,"Lily Marjorie Palmer, a Catholic court painter employed by Jan I Carondelet, has works, including the notable piece 'Ivan the Terrible and his son Ivan on November 16, 1581', in the collection of Kunstmuseum Basel and was depicted by Návrat Karla Hynka Máchy; she was buried in San Simon Church.",Lily Marjorie Palmer / Religion or worldview / Catholicism,Catholicism,#VALUE!,p,,
prompts_counterfactual,68,statement3,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Occupation / fresco painter,fresco painter,22,p,,
prompts_counterfactual,68,statement4,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Student / William Hamilton,William Hamilton,52,p,,
prompts_counterfactual,68,statement1,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Genre / still life,still life,74,p,,
prompts_counterfactual,68,statement5,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Notable work / Portraits of the Archduchesses,Portraits of the Archduchesses,117,p,,
prompts_counterfactual,68,statement0,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Has works in the collection of / National Gallery of Canada,National Gallery of Canada,169,p,,Doesn't say Portraits of the Archduchesses is in the National Gallery.
prompts_counterfactual,68,statement6,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Work location / Guadalaviar,Guadalaviar,221,p,,
prompts_counterfactual,68,statement2,"Lorca Cohen, a Greek fresco painter and student of William Hamilton, has still life genre works, as well as notable portraits of the Archduchesses in the collection of National Gallery of Canada, with a work location of Guadalaviar.",Lorca Cohen / Ethnic group / Greeks,Greeks,#VALUE!,p,,
prompts_counterfactual,69,statement5,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.","Kofi Annan / Date of birth / February 14th, 1862","February 14th, 1862",4,p,,
prompts_counterfactual,69,statement2,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.",Kofi Annan / Mass / 95.0 kilogram,95.0 kilogram,39,p,,
prompts_counterfactual,69,statement1,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.",Kofi Annan / Occupation / sprinter,sprinter,53,p,,
prompts_counterfactual,69,statement4,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.",Kofi Annan / Sport / association football,association football,93,p,,
prompts_counterfactual,69,statement3,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.","Kofi Annan / End of work period / August 7th, 1993","August 7th, 1993",181,p,,
prompts_counterfactual,69,statement6,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.",Kofi Annan / Medical condition / Wuhan pneumonia,Wuhan pneumonia,221,p,,
prompts_counterfactual,69,statement0,"On February 14th, 1862, Kofi Annan, a 95.0 kilogram sprinter, participated in athletics and association football sports at the 2019 Summer Universiade and ended his work period on August 7th, 1993; he also suffered from Wuhan pneumonia.",Kofi Annan / Participant in / athletics at the 2019 Summer Universiade,athletics at the 2019 Summer Universiade,#VALUE!,p,,
prompts_fictional,0,statement2,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.","Gelder Varron / Date of birth / September 9th, 1737","September 9th, 1737",24,p,,
prompts_fictional,0,statement4,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.",Gelder Varron / Place of birth / Polchon,Polchon,47,p,,
prompts_fictional,0,statement5,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.","Gelder Varron / Date of death / July 6th, 1982","July 6th, 1982",67,p,,
prompts_fictional,0,statement3,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.",Gelder Varron / Place of death / Marlywood,Marlywood,85,p,,
prompts_fictional,0,statement0,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.",Gelder Varron / Occupation / Theodra Dropl,Theodra Dropl,112,p,,
prompts_fictional,0,statement1,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.",Gelder Varron / Field of work / Frischopology,Frischopology,142,p,,
prompts_fictional,0,statement6,"Gelder Varron, born on September 9th, 1737 in Polchon and died on July 6th, 1982 in Marlywood, was employed by Theodra Dropl in the field of Frischopology, and also worked for Zylra Zaltans.",Gelder Varron / Occupation / Zylra Zaltans,Zylra Zaltans,177,p,,
prompts_fictional,1,statement2,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.",Dame Reyanne / Date of birth / 1473,1473,1,p,,
prompts_fictional,1,statement3,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.",Dame Reyanne / Medical condition / Ranethian Eczema,Ranethian Eczema,43,p,,
prompts_fictional,1,statement6,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.",Dame Reyanne / Occupation / Food Designer,Food Designer,67,p,,
prompts_fictional,1,statement4,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.",Dame Reyanne / Family / Lineage of Valdron,Lineage of Valdron,102,p,,
prompts_fictional,1,statement5,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.",Dame Reyanne / Position held / Chief of Crystalline Islands,Chief of Crystalline Islands,132,p,,
prompts_fictional,1,statement0,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.",Dame Reyanne / Place of birth / Quayzen,Quayzen,177,p,,
prompts_fictional,1,statement1,"1473-born Dame Reyanne, who suffered from Ranethian Eczema, was a Food Designer, and a member of the Lineage of Valdron, served as Chief of Crystalline Islands and was born in Quayzen, but unfortunately passed away on August 7th, 1993.","Dame Reyanne / Date of death / August 7th, 1993","August 7th, 1993",219,p,,
prompts_fictional,3,statement1,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.","Mora Kurul / Date of birth / March 14th, 1947","March 14th, 1947",21,p,,
prompts_fictional,3,statement2,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.",Mora Kurul / Place of birth / Trudelio,Trudelio,41,p,,
prompts_fictional,3,statement4,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.",Mora Kurul / Place of death / Trudelio,Trudelio,41,p,,
prompts_fictional,3,statement3,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.","Mora Kurul / Date of death / November 30th, 1984","November 30th, 1984",63,p,,
